company;year;ca;ppe;ebit;rd;personnel;groupe
Ricoh (JP);2020;15.2;2.1;-0.4;0.7;8.1;INDUS
Ricoh (JP);2021;15.8;2.2;0.3;0.7;7.8;INDUS
Ricoh (JP);2022;14.9;2.1;0.6;0.7;8.0;INDUS
Ricoh (JP);2023;14.5;2.1;0.5;0.7;8.1;INDUS
Ricoh (JP);2024;15.1;2.2;0.6;0.7;8.2;INDUS
Robam Appliances;2015;1.0714;0.1905;0.2619;0.0357;0.4;INDUS
Robam Appliances;2016;1.381;0.2143;0.3333;0.0429;0.4;INDUS
Robam Appliances;2017;1.6667;0.2619;0.4286;0.0524;0.5;INDUS
Robam Appliances;2018;1.7619;0.3095;0.4048;0.0595;0.5;INDUS
Robam Appliances;2019;1.8571;0.3571;0.4524;0.0667;0.5;INDUS
Robam Appliances;2020;1.9286;0.4286;0.4762;0.0762;0.6;INDUS
Robam Appliances;2021;2.4048;0.5;0.381;0.0905;0.6;INDUS
Robam Appliances;2022;2.4286;0.5476;0.4524;0.1;0.6;INDUS
Robam Appliances;2023;2.6667;0.5952;0.5238;0.1071;0.7;INDUS
Robam Appliances;2024;2.8095;0.6667;0.5714;0.1143;0.7;INDUS
Rockwell Automation (US);2015;6.31;0.65;1.15;0.35;2.2;INDUS
Rockwell Automation (US);2016;5.88;0.62;1.05;0.34;2.2;INDUS
Rockwell Automation (US);2017;6.31;0.68;1.18;0.36;2.2;INDUS
Rockwell Automation (US);2018;6.67;0.72;1.25;0.38;2.3;INDUS
Rockwell Automation (US);2019;6.69;0.78;1.22;0.39;2.3;INDUS
Rockwell Automation (US);2020;6.33;0.82;1.05;0.41;2.4;INDUS
Rockwell Automation (US);2021;6.99;0.88;1.25;0.45;2.5;INDUS
Rockwell Automation (US);2022;7.76;0.95;1.45;0.48;2.6;INDUS
Rockwell Automation (US);2023;9.06;1.15;1.85;0.52;2.9;INDUS
Rockwell Automation (US);2024;9.45;1.25;1.95;0.55;3.1;INDUS
Rohm Semiconductor (JP);2015;3.15;1.25;0.35;0.32;2.1;INDUS
Rohm Semiconductor (JP);2016;2.98;1.22;0.28;0.31;2.08;INDUS
Rohm Semiconductor (JP);2017;3.45;1.35;0.45;0.34;2.12;INDUS
Rohm Semiconductor (JP);2018;3.58;1.42;0.48;0.35;2.15;INDUS
Rohm Semiconductor (JP);2019;3.32;1.45;0.28;0.34;2.2;INDUS
Rohm Semiconductor (JP);2020;3.1;1.48;0.22;0.35;2.15;INDUS
Rohm Semiconductor (JP);2021;3.95;1.65;0.65;0.38;2.2;INDUS
Rohm Semiconductor (JP);2022;4.15;1.85;0.72;0.42;2.25;INDUS
Rohm Semiconductor (JP);2023;3.85;2.15;0.45;0.45;2.3;INDUS
Rohm Semiconductor (JP);2024;4.2;2.35;0.65;0.48;2.35;INDUS
Rolls-Royce (EU);2015;19.5;5.8;2.2;1.2;5.1;INDUS
Rolls-Royce (EU);2016;18.8;5.5;1.4;1.2;5.0;INDUS
Rolls-Royce (EU);2017;20.1;5.4;1.6;1.3;5.0;INDUS
Rolls-Royce (EU);2018;21.5;5.6;1.1;1.4;5.2;INDUS
Rolls-Royce (EU);2019;22.4;5.8;1.0;1.5;5.2;INDUS
Rolls-Royce (EU);2020;15.2;5.2;-2.5;1.4;4.8;INDUS
Rolls-Royce (EU);2021;14.8;5.0;0.5;1.3;4.4;INDUS
Rolls-Royce (EU);2022;16.5;5.3;0.8;1.3;4.2;INDUS
Rolls-Royce (EU);2023;19.8;5.5;1.9;1.4;4.2;INDUS
Rolls-Royce (EU);2024;21.2;5.8;2.8;1.5;4.3;INDUS
SAIC Motor;2015;159.6286;17.1786;9.1548;2.4405;14.25;INDUS
SAIC Motor;2016;180.0976;18.6952;10.0286;2.75;15.12;INDUS
SAIC Motor;2017;207.2929;20.2667;11.5595;3.1548;16.45;INDUS
SAIC Motor;2018;214.8071;22.0119;12.4095;3.7667;17.25;INDUS
SAIC Motor;2019;200.7905;23.5357;8.3619;3.4571;16.85;INDUS
SAIC Motor;2020;176.6929;25.0286;6.7738;3.2976;16.12;INDUS
SAIC Motor;2021;185.6762;26.7738;7.4405;3.6952;15.85;INDUS
SAIC Motor;2022;177.1571;28.8381;5.981;3.869;15.25;INDUS
SAIC Motor;2023;177.3119;30.5833;5.5833;4.0762;14.85;INDUS
SAIC Motor;2024;149.4262;32.2667;6.219;4.4881;15.42;INDUS
SCREEN Holdings (JP);2015;2.07;0.21;0.41;0.12;0.44;INDUS
SCREEN Holdings (JP);2016;2.2;0.22;0.44;0.13;0.45;INDUS
SCREEN Holdings (JP);2017;2.33;0.23;0.47;0.14;0.47;INDUS
SCREEN Holdings (JP);2018;2.47;0.25;0.49;0.15;0.49;INDUS
SCREEN Holdings (JP);2019;2.62;0.26;0.52;0.16;0.5;INDUS
SCREEN Holdings (JP);2020;2.77;0.28;0.55;0.17;0.52;INDUS
SCREEN Holdings (JP);2021;2.94;0.29;0.59;0.18;0.54;INDUS
SCREEN Holdings (JP);2022;3.11;0.31;0.62;0.19;0.56;INDUS
SCREEN Holdings (JP);2023;3.3;0.33;0.66;0.2;0.58;INDUS
SCREEN Holdings (JP);2024;3.5;0.35;0.7;0.21;0.6;INDUS
SK Hynix (KR);2015;16.8;11.5;4.5;1.5;2.2;INDUS
SK Hynix (KR);2016;15.2;13.4;2.8;1.7;2.3;INDUS
SK Hynix (KR);2017;26.5;18.2;11.8;2.1;2.4;INDUS
SK Hynix (KR);2018;35.8;22.5;18.5;2.4;2.6;INDUS
SK Hynix (KR);2019;22.8;26.8;2.3;2.7;2.8;INDUS
SK Hynix (KR);2020;26.5;31.2;4.2;3.0;2.9;INDUS
SK Hynix (KR);2021;37.8;38.5;10.5;3.4;3.0;INDUS
SK Hynix (KR);2022;34.2;44.2;5.8;3.8;3.2;INDUS
SK Hynix (KR);2023;25.1;48.5;-6.2;4.2;3.1;INDUS
SK Hynix (KR);2024;38.5;52.1;11.2;4.8;3.3;INDUS
SK Innovation (KR);2015;42.5;14.5;1.7;0.2;0.3;INDUS
SK Innovation (KR);2016;33.8;14.8;2.7;0.2;0.3;INDUS
SK Innovation (KR);2017;40.2;15.2;2.8;0.2;0.3;INDUS
SK Innovation (KR);2018;48.5;15.8;1.8;0.2;0.3;INDUS
SK Innovation (KR);2019;43.2;17.5;1.1;0.2;0.3;INDUS
SK Innovation (KR);2020;30.1;19.2;-2.1;0.2;0.3;INDUS
SK Innovation (KR);2021;41.5;22.4;1.5;0.3;0.4;INDUS
SK Innovation (KR);2022;65.8;26.5;3.2;0.4;0.6;INDUS
SK Innovation (KR);2023;62.5;28.2;1.6;0.5;0.6;INDUS
SK Innovation (KR);2024;60.1;30.5;1.8;0.6;0.7;INDUS
SK Telecom (KR);2015;15.5;10.5;1.5;0.3;0.4;INDUS
SK Telecom (KR);2016;15.1;10.2;1.3;0.3;0.4;INDUS
SK Telecom (KR);2017;15.8;9.8;1.4;0.3;0.4;INDUS
SK Telecom (KR);2018;15.2;9.5;1.1;0.3;0.4;INDUS
SK Telecom (KR);2019;15.6;9.8;1.0;0.3;0.5;INDUS
SK Telecom (KR);2020;16.1;10.5;1.1;0.3;0.5;INDUS
SK Telecom (KR);2021;14.2;8.5;1.2;0.3;0.5;INDUS
SK Telecom (KR);2022;13.5;7.8;1.3;0.4;0.5;INDUS
SK Telecom (KR);2023;13.8;7.5;1.4;0.4;0.5;INDUS
SK Telecom (KR);2024;14.2;7.2;1.6;0.4;0.5;INDUS
SKF (EU);2015;7.6;1.25;0.92;0.21;4.6;INDUS
SKF (EU);2016;7.1;1.17;0.86;0.2;4.55;INDUS
SKF (EU);2017;7.7;1.26;0.99;0.22;4.65;INDUS
SKF (EU);2018;8.6;1.39;1.19;0.24;4.75;INDUS
SKF (EU);2019;8.7;1.42;1.25;0.25;4.85;INDUS
SKF (EU);2020;8.2;1.35;1.0;0.23;4.75;INDUS
SKF (EU);2021;9.6;1.6;1.3;0.28;4.9;INDUS
SKF (EU);2022;10.0;1.6;1.3;0.29;5.05;INDUS
SKF (EU);2023;10.4;1.6;1.4;0.3;5.25;INDUS
SKF (EU);2024;11.0;1.6;1.5;0.32;5.45;INDUS
SMC Corp (JP);2015;4.6;1.5;1.38;0.2;1.8;INDUS
SMC Corp (JP);2016;4.6;1.52;1.39;0.2;1.85;INDUS
SMC Corp (JP);2017;5.1;1.7;1.53;0.22;1.95;INDUS
SMC Corp (JP);2018;5.65;1.9;1.7;0.25;2.05;INDUS
SMC Corp (JP);2019;5.7;1.92;1.71;0.25;2.15;INDUS
SMC Corp (JP);2020;5.75;1.98;1.67;0.26;2.1;INDUS
SMC Corp (JP);2021;6.6;2.27;2.0;0.3;2.25;INDUS
SMC Corp (JP);2022;6.7;2.2;2.01;0.31;2.35;INDUS
SMC Corp (JP);2023;7.0;2.16;2.1;0.32;2.45;INDUS
SMC Corp (JP);2024;7.4;2.2;2.22;0.34;2.55;INDUS
SMIC;2015;3.4095;7.7262;0.3619;0.3452;1.12;INDUS
SMIC;2016;4.6476;9.0762;0.5048;0.5119;1.25;INDUS
SMIC;2017;5.1071;10.8452;0.4405;0.6786;1.45;INDUS
SMIC;2018;5.4786;12.4095;0.1071;0.869;1.62;INDUS
SMIC;2020;6.5405;18.6;1.1476;1.1548;1.75;INDUS
SMIC;2021;8.4786;24.3143;2.7429;0.981;1.92;INDUS
SMIC;2022;11.7905;32.2667;4.4095;1.1548;2.12;INDUS
SMIC;2023;10.7429;37.719;2.8857;1.219;2.05;INDUS
STMicroelectronics (EU);2015;7.23;3.25;1.08;1.3;3.54;INDUS
STMicroelectronics (EU);2016;7.74;3.48;1.16;1.39;3.69;INDUS
STMicroelectronics (EU);2017;8.28;3.73;1.24;1.49;3.84;INDUS
STMicroelectronics (EU);2018;8.86;3.99;1.33;1.59;4.0;INDUS
STMicroelectronics (EU);2019;9.48;4.27;1.42;1.71;4.16;INDUS
STMicroelectronics (EU);2020;10.15;4.57;1.52;1.83;4.34;INDUS
STMicroelectronics (EU);2021;10.86;4.89;1.63;1.95;4.52;INDUS
STMicroelectronics (EU);2022;11.62;5.23;1.74;2.09;4.7;INDUS
STMicroelectronics (EU);2023;12.43;5.59;1.86;2.24;4.9;INDUS
STMicroelectronics (EU);2024;13.3;5.99;2.0;2.39;5.1;INDUS
Safran (EU);2015;17.4;4.2;2.4;1.1;7.0;INDUS
Safran (EU);2016;15.8;4.5;2.4;1.1;6.6;INDUS
Safran (EU);2017;16.5;4.8;2.2;1.2;5.8;INDUS
Safran (EU);2018;21.1;5.5;3.0;1.5;9.2;INDUS
Safran (EU);2019;24.6;6.2;3.8;1.7;9.5;INDUS
Safran (EU);2020;16.5;6.0;1.2;1.2;7.9;INDUS
Safran (EU);2021;15.3;5.8;1.8;1.1;7.7;INDUS
Safran (EU);2022;19.0;6.2;2.4;1.2;8.3;INDUS
Safran (EU);2023;23.2;6.8;3.1;1.3;9.2;INDUS
Safran (EU);2024;25.5;7.4;3.8;1.5;9.8;INDUS
Saint-Gobain (EU);2015;43.5;12.1;2.9;0.4;18.0;INDUS
Saint-Gobain (EU);2016;42.8;11.8;3.0;0.4;17.8;INDUS
Saint-Gobain (EU);2017;45.2;12.2;3.2;0.5;18.2;INDUS
Saint-Gobain (EU);2018;46.1;12.5;3.3;0.5;18.5;INDUS
Saint-Gobain (EU);2019;47.2;13.5;3.6;0.5;18.8;INDUS
Saint-Gobain (EU);2020;42.5;12.8;3.1;0.4;17.2;INDUS
Saint-Gobain (EU);2021;49.5;13.2;4.5;0.5;17.5;INDUS
Saint-Gobain (EU);2022;55.1;14.1;5.6;0.6;17.8;INDUS
Saint-Gobain (EU);2023;51.8;13.8;5.3;0.6;16.8;INDUS
Saint-Gobain (EU);2024;52.5;13.5;5.5;0.6;16.5;INDUS
Samsung C&T (KR);2015;11.5;1.8;0.1;0.1;1.2;INDUS
Samsung C&T (KR);2016;25.1;4.2;0.1;0.1;1.2;INDUS
Samsung C&T (KR);2017;26.4;4.5;0.8;0.1;1.3;INDUS
Samsung C&T (KR);2018;28.5;4.8;1.0;0.1;1.4;INDUS
Samsung C&T (KR);2019;27.1;5.1;0.8;0.1;1.3;INDUS
Samsung C&T (KR);2020;26.8;5.4;0.7;0.2;1.4;INDUS
Samsung C&T (KR);2021;31.2;5.8;1.1;0.2;1.5;INDUS
Samsung C&T (KR);2022;33.1;6.2;2.1;0.2;1.6;INDUS
Samsung C&T (KR);2023;32.5;6.5;2.3;0.2;1.6;INDUS
Samsung C&T (KR);2024;31.8;6.8;2.2;0.2;1.6;INDUS
Samsung Ele-Mech (KR);2015;5.5;2.5;0.3;0.4;2.6;INDUS
Samsung Ele-Mech (KR);2016;5.2;2.4;0.1;0.4;2.5;INDUS
Samsung Ele-Mech (KR);2017;6.1;2.8;0.3;0.5;2.6;INDUS
Samsung Ele-Mech (KR);2018;7.3;3.2;1.0;0.5;2.8;INDUS
Samsung Ele-Mech (KR);2019;6.9;3.5;0.6;0.5;2.9;INDUS
Samsung Ele-Mech (KR);2020;7.1;3.8;0.7;0.5;3.1;INDUS
Samsung Ele-Mech (KR);2021;8.6;4.2;1.3;0.5;3.3;INDUS
Samsung Ele-Mech (KR);2022;7.3;4.5;0.9;0.5;3.4;INDUS
Samsung Ele-Mech (KR);2023;6.8;4.8;0.5;0.6;3.5;INDUS
Samsung Ele-Mech (KR);2024;7.8;5.2;0.8;0.6;3.6;INDUS
Samsung SDI (KR);2015;6.8;4.2;-0.2;0.5;0.9;INDUS
Samsung SDI (KR);2016;4.5;4.5;-0.8;0.5;0.9;INDUS
Samsung SDI (KR);2017;5.6;5.1;0.1;0.5;1.0;INDUS
Samsung SDI (KR);2018;8.1;5.8;0.6;0.6;1.0;INDUS
Samsung SDI (KR);2019;8.8;6.5;0.4;0.7;1.1;INDUS
Samsung SDI (KR);2020;10.2;7.8;0.6;0.8;1.2;INDUS
Samsung SDI (KR);2021;12.1;9.2;0.9;0.9;1.1;INDUS
Samsung SDI (KR);2022;16.5;11.5;1.5;1.0;1.2;INDUS
Samsung SDI (KR);2023;18.2;14.2;1.4;1.1;1.3;INDUS
Samsung SDI (KR);2024;17.5;16.8;1.1;1.2;1.2;INDUS
Sanan Opto;2015;1.1571;1.4571;0.4333;0.0833;0.85;INDUS
Sanan Opto;2016;1.4929;1.7738;0.5833;0.1;0.92;INDUS
Sanan Opto;2017;1.9976;2.1714;0.869;0.1381;1.05;INDUS
Sanan Opto;2018;1.9905;2.5833;0.7667;0.1786;1.12;INDUS
Sanan Opto;2019;1.7762;2.9643;0.3619;0.2024;1.08;INDUS
Sanan Opto;2020;2.0119;3.7667;0.2976;0.2667;1.15;INDUS
Sanan Opto;2021;2.9929;4.3929;0.4405;0.3619;1.35;INDUS
Sanan Opto;2022;3.1476;5.0286;0.2024;0.4405;1.42;INDUS
Sanan Opto;2023;3.3452;5.6071;0.1071;0.4571;1.38;INDUS
Sandvik (EU);2015;8.45;1.3;1.25;0.3;4.1;INDUS
Sandvik (EU);2016;7.9;1.22;1.15;0.28;4.05;INDUS
Sandvik (EU);2017;8.5;1.3;1.32;0.31;4.15;INDUS
Sandvik (EU);2018;9.5;1.45;1.6;0.33;4.28;INDUS
Sandvik (EU);2019;9.7;1.5;1.65;0.34;4.42;INDUS
Sandvik (EU);2020;9.2;1.43;1.35;0.33;4.35;INDUS
Sandvik (EU);2021;10.8;1.7;1.9;0.38;4.55;INDUS
Sandvik (EU);2022;11.2;1.7;1.9;0.4;4.75;INDUS
Sandvik (EU);2023;11.5;1.7;2.0;0.41;4.95;INDUS
Sandvik (EU);2024;12.0;1.7;2.1;0.43;5.15;INDUS
Sanhua Intelligent;2015;1.4333;0.5048;0.1548;0.0595;0.85;INDUS
Sanhua Intelligent;2016;1.631;0.5833;0.2024;0.0762;0.92;INDUS
Sanhua Intelligent;2017;2.281;0.7429;0.3452;0.1071;1.12;INDUS
Sanhua Intelligent;2018;2.5786;0.9167;0.3929;0.1238;1.25;INDUS
Sanhua Intelligent;2019;2.6881;1.0762;0.4405;0.1381;1.35;INDUS
Sanhua Intelligent;2020;2.8833;1.219;0.4643;0.1548;1.45;INDUS
Sanhua Intelligent;2021;3.8143;1.5357;0.5048;0.2024;1.85;INDUS
Sanhua Intelligent;2022;5.0833;1.9333;0.6786;0.2667;2.12;INDUS
Sanhua Intelligent;2023;5.8381;2.5119;0.7738;0.3452;2.45;INDUS
Sany Heavy Industry;2015;5.5619;3.6;0.2024;0.2976;1.85;INDUS
Sany Heavy Industry;2016;5.5429;3.5357;0.1;0.2738;1.72;INDUS
Sany Heavy Industry;2017;9.1262;3.4571;0.8381;0.369;2.15;INDUS
Sany Heavy Industry;2018;13.2905;3.6;2.0048;0.5048;2.85;INDUS
Sany Heavy Industry;2019;18.0143;4.0119;3.0595;0.8381;3.25;INDUS
Sany Heavy Industry;2020;23.8214;4.4095;4.4095;1.1548;3.85;INDUS
Sany Heavy Industry;2021;25.45;5.3452;3.6;1.3857;4.12;INDUS
Sany Heavy Industry;2022;19.2429;5.981;1.219;1.219;3.85;INDUS
Sany Heavy Industry;2023;17.6714;6.7905;1.3929;1.3143;3.65;INDUS
Sany Heavy Industry;2024;19.631;7.4095;1.7905;1.4571;3.92;INDUS
Schaeffler (EU);2015;14.65;5.25;1.85;0.75;8.4;INDUS
Schaeffler (EU);2016;14.82;5.45;1.75;0.78;8.65;INDUS
Schaeffler (EU);2017;15.85;5.82;1.82;0.85;8.95;INDUS
Schaeffler (EU);2018;16.75;6.15;1.55;0.92;9.25;INDUS
Schaeffler (EU);2019;16.15;6.5;0.85;0.95;8.8;INDUS
Schaeffler (EU);2020;14.35;6.85;0.92;0.88;8.3;INDUS
Schaeffler (EU);2021;16.42;7.15;1.45;1.05;8.35;INDUS
Schaeffler (EU);2022;16.65;7.35;1.25;1.15;8.25;INDUS
Schaeffler (EU);2023;17.15;7.65;1.35;1.25;8.35;INDUS
Schaeffler (EU);2024;17.85;8.15;1.42;1.35;8.5;INDUS
Schneider Electric (EU);2015;26.6;3.2;3.4;1.3;14.4;INDUS
Schneider Electric (EU);2016;24.7;3.1;3.2;1.2;14.1;INDUS
Schneider Electric (EU);2017;24.7;3.4;3.5;1.2;14.2;INDUS
Schneider Electric (EU);2018;25.7;3.6;3.8;1.3;13.7;INDUS
Schneider Electric (EU);2019;27.2;3.8;4.2;1.4;13.5;INDUS
Schneider Electric (EU);2020;25.2;4.1;3.4;1.5;12.8;INDUS
Schneider Electric (EU);2021;28.9;4.5;4.8;1.6;14.7;INDUS
Schneider Electric (EU);2022;34.1;4.8;5.5;1.7;14.9;INDUS
Schneider Electric (EU);2023;36.1;5.1;6.0;1.8;15.3;INDUS
Schneider Electric (EU);2024;36.5;5.1;6.1;1.8;15.5;INDUS
Seagate Technology (US);2015;13.7;2.25;1.65;1.15;5.2;INDUS
Seagate Technology (US);2016;11.2;2.15;0.95;1.05;4.8;INDUS
Seagate Technology (US);2017;10.8;2.05;1.05;0.98;4.5;INDUS
Seagate Technology (US);2018;11.2;2.1;1.25;1.02;4.3;INDUS
Seagate Technology (US);2019;10.4;2.15;1.15;1.05;4.1;INDUS
Seagate Technology (US);2020;10.5;2.18;1.1;1.08;4.05;INDUS
Seagate Technology (US);2021;10.7;2.25;1.45;1.1;4.0;INDUS
Seagate Technology (US);2022;11.7;2.35;1.65;1.15;4.15;INDUS
Seagate Technology (US);2023;7.4;2.05;0.25;0.95;3.35;INDUS
Seagate Technology (US);2024;6.6;1.95;0.15;0.85;3.05;INDUS
Shantui;2015;0.8452;0.4405;0.019;0.0286;0.55;INDUS
Shantui;2016;1.0119;0.4167;0.0357;0.0357;0.52;INDUS
Shantui;2017;1.5357;0.4643;0.0833;0.0524;0.58;INDUS
Shantui;2018;1.7976;0.5119;0.1071;0.0667;0.62;INDUS
Shantui;2019;1.631;0.5595;0.131;0.0762;0.6;INDUS
Shantui;2020;1.7024;0.6071;0.1548;0.0905;0.58;INDUS
Shantui;2021;2.1786;0.6786;0.2024;0.1071;0.62;INDUS
Shantui;2022;2.369;0.75;0.2976;0.1238;0.65;INDUS
Shantui;2023;2.5119;0.8214;0.369;0.1548;0.72;INDUS
Shantui;2024;3.0595;0.9167;0.4405;0.1857;0.78;INDUS
Sharp Corp (JP);2015;22.5;5.8;-1.4;1.1;4.4;INDUS
Sharp Corp (JP);2016;17.8;5.2;-0.4;1.0;4.2;INDUS
Sharp Corp (JP);2017;21.2;4.8;0.6;1.0;4.5;INDUS
Sharp Corp (JP);2018;21.5;4.5;0.7;1.0;4.6;INDUS
Sharp Corp (JP);2019;20.8;4.2;0.4;1.0;4.8;INDUS
Sharp Corp (JP);2020;21.2;4.5;0.5;0.9;5.1;INDUS
Sharp Corp (JP);2021;22.5;4.8;0.7;0.9;5.2;INDUS
Sharp Corp (JP);2022;21.4;5.1;-0.2;0.8;5.0;INDUS
Sharp Corp (JP);2023;19.5;5.3;0.1;0.8;4.8;INDUS
Sharp Corp (JP);2024;20.2;5.5;0.3;0.8;4.6;INDUS
Shenzhou Intl;2015;3.0119;0.981;0.7429;0.0595;7.52;INDUS
Shenzhou Intl;2016;3.6;1.1548;0.9167;0.0762;7.85;INDUS
Shenzhou Intl;2017;4.3048;1.3143;1.0762;0.0905;8.25;INDUS
Shenzhou Intl;2018;4.9881;1.5357;1.219;0.1071;8.85;INDUS
Shenzhou Intl;2019;5.3952;1.8619;1.3929;0.1238;9.12;INDUS
Shenzhou Intl;2020;5.4833;2.1714;1.219;0.1381;9.45;INDUS
Shenzhou Intl;2021;5.6786;2.5119;0.981;0.1548;9.25;INDUS
Shenzhou Intl;2022;6.6143;2.8857;1.2976;0.1786;9.55;INDUS
Shenzhou Intl;2023;5.9452;3.2976;1.219;0.1714;9.15;INDUS
Shenzhou Intl;2024;6.4571;3.6714;1.4571;0.2024;9.45;INDUS
Shimadzu (JP);2015;2.75;0.52;0.32;0.08;1.1;INDUS
Shimadzu (JP);2016;2.85;0.55;0.35;0.09;1.15;INDUS
Shimadzu (JP);2017;3.12;0.58;0.39;0.1;1.18;INDUS
Shimadzu (JP);2018;3.45;0.62;0.42;0.11;1.22;INDUS
Shimadzu (JP);2019;3.55;0.65;0.41;0.12;1.25;INDUS
Shimadzu (JP);2020;3.42;0.68;0.45;0.13;1.3;INDUS
Shimadzu (JP);2021;3.75;0.72;0.55;0.14;1.32;INDUS
Shimadzu (JP);2022;3.65;0.75;0.52;0.15;1.35;INDUS
Shimadzu (JP);2023;3.48;0.78;0.48;0.16;1.38;INDUS
Shimadzu (JP);2024;3.52;0.82;0.5;0.17;1.4;INDUS
Shin-Etsu (JP);2015;10.5;4.8;1.8;0.4;1.8;INDUS
Shin-Etsu (JP);2016;10.2;5.1;2.1;0.4;1.8;INDUS
Shin-Etsu (JP);2017;12.4;5.4;2.8;0.4;1.9;INDUS
Shin-Etsu (JP);2018;13.5;5.8;3.5;0.5;2.0;INDUS
Shin-Etsu (JP);2019;12.8;6.2;3.2;0.5;2.1;INDUS
Shin-Etsu (JP);2020;12.5;6.8;3.1;0.5;2.2;INDUS
Shin-Etsu (JP);2021;16.8;7.5;5.8;0.5;2.3;INDUS
Shin-Etsu (JP);2022;21.5;8.2;8.2;0.6;2.4;INDUS
Shin-Etsu (JP);2023;19.5;8.8;6.5;0.6;2.5;INDUS
Shin-Etsu (JP);2024;20.2;9.2;6.8;0.7;2.5;INDUS
Shiseido (JP);2015;6.52;1.15;0.35;0.18;4.5;INDUS
Shiseido (JP);2016;7.15;1.25;0.42;0.21;4.65;INDUS
Shiseido (JP);2017;8.85;1.45;0.65;0.25;4.85;INDUS
Shiseido (JP);2018;9.15;1.55;0.85;0.28;5.05;INDUS
Shiseido (JP);2019;9.85;1.65;0.95;0.32;5.25;INDUS
Shiseido (JP);2020;7.85;1.72;0.15;0.28;4.95;INDUS
Shiseido (JP);2021;8.52;1.85;0.35;0.32;4.85;INDUS
Shiseido (JP);2022;8.15;1.95;0.42;0.35;4.72;INDUS
Shiseido (JP);2023;7.45;2.05;0.25;0.31;4.55;INDUS
Shiseido (JP);2024;7.85;2.15;0.45;0.38;4.75;INDUS
Shuanghuan Gear;2015;0.4095;0.2738;0.0429;0.019;0.35;INDUS
Shuanghuan Gear;2016;0.4143;0.2976;0.0452;0.0214;0.38;INDUS
Shuanghuan Gear;2017;0.6024;0.4405;0.0524;0.0286;0.42;INDUS
Shuanghuan Gear;2018;0.75;0.5048;0.0595;0.0357;0.45;INDUS
Shuanghuan Gear;2019;0.769;0.5833;0.0571;0.0429;0.48;INDUS
Shuanghuan Gear;2020;0.8714;0.6786;0.0762;0.0524;0.52;INDUS
Shuanghuan Gear;2021;1.2833;0.9167;0.1238;0.0667;0.55;INDUS
Shuanghuan Gear;2022;1.6286;1.0762;0.1548;0.0833;0.58;INDUS
Shuanghuan Gear;2023;1.9214;1.1548;0.1952;0.1;0.6;INDUS
Shuanghuan Gear;2024;1.9643;1.2262;0.2262;0.1071;0.62;INDUS
Siasun Robot;2015;0.4;0.2024;0.0833;0.0357;0.25;INDUS
Siasun Robot;2016;0.4833;0.25;0.0905;0.0524;0.28;INDUS
Siasun Robot;2017;0.5833;0.2976;0.1;0.0667;0.32;INDUS
Siasun Robot;2018;0.7357;0.3452;0.1071;0.0762;0.38;INDUS
Siasun Robot;2019;0.6524;0.3929;0.0762;0.0833;0.35;INDUS
Siasun Robot;2020;0.6333;0.4405;0.0429;0.0905;0.32;INDUS
Siasun Robot;2021;0.7833;0.5119;0.0286;0.1071;0.42;INDUS
Siasun Robot;2022;0.85;0.5595;0.019;0.1238;0.45;INDUS
Siasun Robot;2023;0.931;0.631;0.0357;0.1381;0.48;INDUS
Siemens (EU);2015;82.5;12.1;7.8;5.1;34.8;INDUS
Siemens (EU);2016;86.1;12.4;8.2;5.3;35.1;INDUS
Siemens (EU);2017;91.2;12.8;8.5;5.6;37.2;INDUS
Siemens (EU);2018;92.5;13.1;8.8;5.8;37.9;INDUS
Siemens (EU);2019;94.8;13.5;9.1;6.1;38.5;INDUS
Siemens (EU);2020;65.4;11.8;6.8;5.4;29.3;INDUS
Siemens (EU);2021;71.5;13.2;8.2;5.9;30.3;INDUS
Siemens (EU);2022;75.8;14.5;8.8;6.2;31.1;INDUS
Siemens (EU);2023;82.1;15.1;9.5;6.4;32.0;INDUS
Siemens (EU);2024;78.5;15.4;9.2;6.5;32.0;INDUS
Siemens Health. (EU);2015;13.5;3.1;2.2;1.2;4.5;INDUS
Siemens Health. (EU);2016;14.1;3.2;2.3;1.3;4.6;INDUS
Siemens Health. (EU);2017;14.5;3.4;2.5;1.3;4.8;INDUS
Siemens Health. (EU);2018;14.2;3.6;2.3;1.4;5.0;INDUS
Siemens Health. (EU);2019;15.3;3.8;2.5;1.5;5.2;INDUS
Siemens Health. (EU);2020;15.4;4.1;2.3;1.5;5.4;INDUS
Siemens Health. (EU);2021;19.8;4.8;3.1;1.8;6.6;INDUS
Siemens Health. (EU);2022;21.1;5.2;3.2;2.0;6.9;INDUS
Siemens Health. (EU);2023;22.5;5.5;3.4;2.1;7.1;INDUS
Siemens Health. (EU);2024;23.8;5.9;3.7;2.2;7.2;INDUS
Sinochem Holdings;2015;91.7738;50.5119;2.0119;2.4405;21.5;INDUS
Sinochem Holdings;2016;99.0048;52.0119;2.1714;2.6548;21.15;INDUS
Sinochem Holdings;2017;124.0762;53.6;2.9643;3.219;20.85;INDUS
Sinochem Holdings;2018;141.75;56.0595;3.7738;3.6;20.15;INDUS
Sinochem Holdings;2019;148.8381;58.5357;3.3929;3.9167;19.85;INDUS
Sinochem Holdings;2020;154.869;62.4167;2.4167;4.1714;19.5;INDUS
Sinochem Holdings;2021;263.1429;83.9167;7.6548;5.9881;22.45;INDUS
